0.000000000000000000e+00 1.037481737282507810e+00
9.949999999999999264e-05 1.037481737282507810e+00
9.999999999999999124e-05 1.050000000000000044e+00
1.994999999999999974e-04 1.050000000000000044e+00
1.999999999999999825e-04 9.880063753486519884e-01
2.994999999999999616e-04 9.880063753486519884e-01
2.999999999999999737e-04 8.148426085801567798e-01
3.995000000000000070e-04 8.148426085801567798e-01
3.999999999999999650e-04 1.027586664895736579e+00
4.994999999999999440e-04 1.027586664895736579e+00
5.000000000000000104e-04 1.050000000000000044e+00
5.994999999999999895e-04 1.050000000000000044e+00
5.999999999999999474e-04 1.037481737282507810e+00
6.994999999999999265e-04 1.037481737282507810e+00
6.999999999999999929e-04 1.022639128702351075e+00
7.994999999999999720e-04 1.022639128702351075e+00
7.999999999999999299e-04 1.050000000000000044e+00
8.994999999999999090e-04 1.050000000000000044e+00
8.999999999999999754e-04 1.022639128702351075e+00
9.994999999999999545e-04 1.022639128702351075e+00
1.000000000000000021e-03 1.042429273475893314e+00
1.099500000000000000e-03 1.042429273475893314e+00
1.099999999999999849e-03 1.050000000000000044e+00
1.199500000000000045e-03 1.050000000000000044e+00
1.199999999999999895e-03 1.050000000000000044e+00
1.299499999999999874e-03 1.050000000000000044e+00
1.299999999999999940e-03 8.692655067073981057e-01
1.399499999999999919e-03 8.692655067073981057e-01
1.399999999999999986e-03 1.042429273475893314e+00
1.499499999999999965e-03 1.042429273475893314e+00
1.500000000000000031e-03 1.050000000000000044e+00
1.599500000000000010e-03 1.050000000000000044e+00
1.599999999999999860e-03 8.940031876743259609e-01
1.699499999999999839e-03 8.940031876743259609e-01
1.699999999999999905e-03 9.632686943817241332e-01
1.799499999999999884e-03 9.632686943817241332e-01
1.799999999999999951e-03 1.032534201089122083e+00
1.899499999999999930e-03 1.032534201089122083e+00
1.899999999999999996e-03 1.027586664895736579e+00
1.999499999999999975e-03 1.027586664895736579e+00
2.000000000000000042e-03 9.979014477354231083e-01
2.099499999999999804e-03 9.979014477354231083e-01
2.099999999999999870e-03 1.032534201089122083e+00
2.199500000000000066e-03 1.032534201089122083e+00
2.199999999999999699e-03 9.830588391552663730e-01
2.299499999999999895e-03 9.830588391552663730e-01
2.299999999999999961e-03 1.002848983928808613e+00
2.399499999999999723e-03 1.002848983928808613e+00
2.399999999999999790e-03 1.017691592508965348e+00
2.499499999999999986e-03 1.017691592508965348e+00
2.500000000000000052e-03 1.050000000000000044e+00
2.599499999999999814e-03 1.050000000000000044e+00
2.599999999999999881e-03 1.050000000000000044e+00
2.699500000000000077e-03 1.050000000000000044e+00
2.699999999999999709e-03 1.037481737282507810e+00
2.799499999999999905e-03 1.037481737282507810e+00
2.799999999999999972e-03 1.007796520122194339e+00
2.899499999999999734e-03 1.007796520122194339e+00
2.899999999999999800e-03 9.880063753486519884e-01
2.999499999999999996e-03 9.880063753486519884e-01
3.000000000000000062e-03 1.050000000000000044e+00
3.099499999999999825e-03 1.050000000000000044e+00
3.099999999999999891e-03 9.137933324478683117e-01
3.199499999999999653e-03 9.137933324478683117e-01
3.199999999999999720e-03 1.050000000000000044e+00
3.299499999999999916e-03 1.050000000000000044e+00
3.299999999999999982e-03 9.236884048346394316e-01
3.399499999999999744e-03 9.236884048346394316e-01
3.399999999999999811e-03 9.979014477354231083e-01
3.499500000000000006e-03 9.979014477354231083e-01
3.499999999999999639e-03 1.017691592508965348e+00
3.599499999999999835e-03 1.017691592508965348e+00
3.599999999999999901e-03 1.050000000000000044e+00
3.699499999999999664e-03 1.050000000000000044e+00
3.699999999999999730e-03 9.929539115420374928e-01
3.799499999999999926e-03 9.929539115420374928e-01
3.799999999999999992e-03 9.187408686412539272e-01
3.899499999999999755e-03 9.187408686412539272e-01
3.899999999999999821e-03 1.050000000000000044e+00
3.999499999999999583e-03 1.050000000000000044e+00
4.000000000000000083e-03 1.027586664895736579e+00
4.099499999999999846e-03 1.027586664895736579e+00
4.099999999999999478e-03 9.137933324478683117e-01
4.199500000000000108e-03 9.137933324478683117e-01
4.199999999999999740e-03 1.002848983928808613e+00
4.299499999999999503e-03 1.002848983928808613e+00
4.300000000000000003e-03 1.050000000000000044e+00
4.399499999999999765e-03 1.050000000000000044e+00
4.399999999999999398e-03 9.385310134147961669e-01
4.499500000000000027e-03 9.385310134147961669e-01
4.499999999999999660e-03 1.050000000000000044e+00
4.599499999999999422e-03 1.050000000000000044e+00
4.599999999999999922e-03 1.042429273475893314e+00
4.699499999999999685e-03 1.042429273475893314e+00
4.700000000000000185e-03 8.000000000000000444e-01
4.799499999999999947e-03 8.000000000000000444e-01
4.799999999999999580e-03 9.731637667684952531e-01
4.899500000000000209e-03 9.731637667684952531e-01
4.899999999999999842e-03 8.544228981272413703e-01
4.999499999999999604e-03 8.544228981272413703e-01
5.000000000000000104e-03 9.979014477354231083e-01
5.099499999999999866e-03 9.979014477354231083e-01
5.099999999999999499e-03 1.050000000000000044e+00
5.199500000000000129e-03 1.050000000000000044e+00
5.199999999999999761e-03 9.979014477354231083e-01
5.299499999999999524e-03 9.979014477354231083e-01
5.300000000000000024e-03 9.929539115420374928e-01
5.399499999999999786e-03 9.929539115420374928e-01
5.399999999999999419e-03 1.017691592508965348e+00
5.499500000000000048e-03 1.017691592508965348e+00
5.499999999999999681e-03 8.940031876743259609e-01
5.599499999999999443e-03 8.940031876743259609e-01
5.599999999999999943e-03 1.050000000000000044e+00
5.699499999999999705e-03 1.050000000000000044e+00
5.699999999999999338e-03 1.050000000000000044e+00
5.799499999999999968e-03 1.050000000000000044e+00
5.799999999999999600e-03 9.781113029618808685e-01
5.899499999999999363e-03 9.781113029618808685e-01
5.899999999999999863e-03 9.979014477354231083e-01
5.999499999999999625e-03 9.979014477354231083e-01
6.000000000000000125e-03 1.050000000000000044e+00
6.099499999999999887e-03 1.050000000000000044e+00
6.099999999999999520e-03 1.050000000000000044e+00
6.199500000000000149e-03 1.050000000000000044e+00
6.199999999999999782e-03 1.022639128702351075e+00
6.299499999999999544e-03 1.022639128702351075e+00
6.300000000000000044e-03 9.731637667684952531e-01
6.399499999999999807e-03 9.731637667684952531e-01
6.399999999999999439e-03 1.050000000000000044e+00
6.499500000000000069e-03 1.050000000000000044e+00
